Mississippi: Lions Hall|Location is: Lions Hall|4|20:30:00|21:30:00|Main St., Fayette, LA |31.7245834|-91.05868900000002
Texas: HOW WOMENS GROUP|Location is: FREE METHODIST CHURCH|4|12:00:00|13:00:00|Texas 87, Hemphill, LA 75948|31.2543285|-93.79541640000002
Mississippi: First Things First 2|Location is: First Things First|4|null|N/A|7100 W. Mississippi Ave (Ch), Lakewood, LA 39180|32.3201077|-90.8465038
Mississippi: First Things First|Location is: First Things First|4|14:00:00|15:00:00|7100 W. Mississippi Ave (Ch), Lakewood, LA 39180|32.3201077|-90.8465038
Mississippi: First Things First 2|Location is: First Things First|3|null|N/A|7100 W. Mississippi Ave (Ch), Lakewood, LA 39180|32.3201077|-90.8465038
Mississippi: First Things First|Location is: First Things First|3|14:00:00|15:00:00|7100 W. Mississippi Ave (Ch), Lakewood, LA 39180|32.3201077|-90.8465038
Mississippi: First Things First 2|Location is: First Things First|5|null|N/A|7100 W. Mississippi Ave (Ch), Lakewood, LA 39180|32.3201077|-90.8465038
Mississippi: First Things First|Location is: First Things First|5|14:00:00|15:00:00|7100 W. Mississippi Ave (Ch), Lakewood, LA 39180|32.3201077|-90.8465038
Mississippi: First Things First 2|Location is: First Things First|7|null|N/A|7100 W. Mississippi Ave (Ch), Lakewood, LA 39180|32.3201077|-90.8465038
Mississippi: First Things First 2|Location is: First Things First|2|null|N/A|7100 W. Mississippi Ave (Ch), Lakewood, LA 39180|32.3201077|-90.8465038
Mississippi: First Things First|Location is: First Things First|2|14:00:00|15:00:00|7100 W. Mississippi Ave (Ch), Lakewood, LA 39180|32.3201077|-90.8465038
Mississippi: First Things First 2|Location is: First Things First|6|null|N/A|7100 W. Mississippi Ave (Ch), Lakewood, LA 39180|32.3201077|-90.8465038
Mississippi: First Things First|Location is: First Things First|6|14:00:00|15:00:00|7100 W. Mississippi Ave (Ch), Lakewood, LA 39180|32.3201077|-90.8465038
Mississippi: Vicksburg Group|Location is: Vicksburg|1|10:30:00|11:30:00|End of Dabney Ave on the left, Vicksburg, LA 39180|32.2170441|-90.8675134
Mississippi: Vicksburg Group|Location is: Vicksburg|2|12:00:00|13:00:00|End of Dabney Ave on the left, Vicksburg, LA 39180|32.2170441|-90.8675134
Mississippi: Vicksburg Group|Location is: Vicksburg|3|12:00:00|13:00:00|End of Dabney Ave on the left, Vicksburg, LA 39180|32.2170441|-90.8675134
Mississippi: Vicksburg Group|Location is: Vicksburg|4|12:00:00|13:00:00|End of Dabney Ave on the left, Vicksburg, LA 39180|32.2170441|-90.8675134
Mississippi: Vicksburg Group|Location is: Vicksburg|5|12:00:00|13:00:00|End of Dabney Ave on the left, Vicksburg, LA 39180|32.2170441|-90.8675134
Mississippi: Vicksburg Group|Location is: Vicksburg|6|22:00:00|23:00:00|End of Dabney Ave on the left, Vicksburg, LA 39180|32.2170441|-90.8675134
Mississippi: Vicksburg Group|Location is: Vicksburg|7|19:30:00|20:30:00|End of Dabney Ave on the left, Vicksburg, LA 39180|32.2170441|-90.8675134
Mississippi: The Summit Group|Location is: 804 Walnut St.|2|18:30:00|19:30:00|PO Box 762, summit, LA 39666|31.3304352|-90.46910969999999
Mississippi: The Summit Group|Location is: 804 Walnut St.|2|12:00:00|13:00:00|PO Box 762, summit, LA 39666|31.3304352|-90.46910969999999
Mississippi: The Summit Group|Location is: 804 Walnut St.|1|18:30:00|19:30:00|PO Box 762, summit, LA 39666|31.3304352|-90.46910969999999
Mississippi: The Summit Group|Location is: 804 Walnut St.|1|10:30:00|11:30:00|PO Box 762, summit, LA 39666|31.3304352|-90.46910969999999
Texas: EASY DOES IT GROUP|Location is: CATHOLIC CHURCH ANNEX|4|20:00:00|21:00:00|HARRISON AND MARKET STREETS, SAN AUGUSTINE, LA 75972|31.5284899|-94.11092180000003
Texas: EASY DOES IT GROUP|Location is: CATHOLIC CHURCH ANNEX|6|20:00:00|21:00:00|HARRISON AND MARKET STREETS, SAN AUGUSTINE, LA 75972|31.5284899|-94.11092180000003
Texas: EASY DOES IT GROUP|Location is: CATHOLIC CHURCH ANNEX|7|20:00:00|21:00:00|HARRISON AND MARKET STREETS, SAN AUGUSTINE, LA 75972|31.5284899|-94.11092180000003
Texas: orange group|Location is: Orange, Texas|2|12:00:00|13:00:00|1011 Western Ave, Orange, LA 77630|30.08422199999999|-93.73926649999999
Texas: CENTER GROUP|Location is: CENTER GROUP|4|12:00:00|13:00:00|HIGHWAY 96 NORTH, CENTER, LA 75935|31.6343359|-94.15073949999999
Texas: CENTER GROUP|Location is: CENTER GROUP|3|20:00:00|21:00:00|HIGHWAY 96 NORTH, CENTER, LA 75935|31.6343359|-94.15073949999999
Texas: CENTER GROUP|Location is: CENTER GROUP|1|20:00:00|21:00:00|HIGHWAY 96 NORTH, CENTER, LA 75935|31.6343359|-94.15073949999999
Arkansas: Ashley County Group|Location is: Ashley County Group|3|20:00:00|21:00:00|902 Georgia Street, Crossett, LA 71635|33.1236565|-91.96766259999998
Arkansas: Ashley County Group|Location is: Ashley County Group|6|20:00:00|21:00:00|902 Georgia Street, Crossett, LA 71635|33.1236565|-91.96766259999998
Mississippi: STEPPING STONES MEN?S|Location is: Stepping Stones|2|18:30:00|19:30:00|21559 Cascades Parkway, Stafford, LA 39056|32.3782595|-90.3560076
Mississippi: STEPPING STONES MEN?S 2|Location is: Stepping Stones|2|20:30:00|21:30:00|21559 Cascades Parkway, Stafford, LA 39056|32.3782595|-90.3560076
Florida: Southside Sobriety Group of AA|Location is: All Saints Episcopal Church|2|12:00:00|13:00:00|147 Daniel Lake Boulevard, Jackson, LA 39212-4942|29.1386546|-81.00872649999997
Florida: Southside Sobriety|Location is: All Saints Episcopal Church|2|19:00:00|20:00:00|147 Daniel Lake Boulevard, Jackson, LA 39212-4942|29.1386546|-81.00872649999997
Florida: Southside Sobriety Group of AA|Location is: All Saints Episcopal Church|3|12:00:00|13:00:00|147 Daniel Lake Boulevard, Jackson, LA 39212-4942|29.1386546|-81.00872649999997
Florida: Southside Sobriety Group of AA|Location is: All Saints Episcopal Church|6|12:00:00|13:00:00|147 Daniel Lake Boulevard, Jackson, LA 39212-4942|29.1386546|-81.00872649999997
Florida: Southside Sobriety Group of AA|Location is: All Saints Episcopal Church|7|12:00:00|13:00:00|147 Daniel Lake Boulevard, Jackson, LA 39212-4942|29.1386546|-81.00872649999997
Florida: Southside Sobriety Group of AA|Location is: All Saints Episcopal Church|1|14:00:00|15:00:00|147 Daniel Lake Boulevard, Jackson, LA 39212-4942|29.1386546|-81.00872649999997
Florida: Southside Sobriety|Location is: All Saints Episcopal Church|3|17:30:00|18:30:00|147 Daniel Lake Boulevard, Jackson, LA 39212-4942|29.1386546|-81.00872649999997
Florida: Southside Sobriety|Location is: All Saints Episcopal Church|4|17:15:00|18:15:00|147 Daniel Lake Boulevard, Jackson, LA 39212-4942|29.1386546|-81.00872649999997
Florida: Southside Sobriety|Location is: All Saints Episcopal Church|5|17:30:00|18:30:00|147 Daniel Lake Boulevard, Jackson, LA 39212-4942|29.1386546|-81.00872649999997
Florida: Southside Sobriety|Location is: All Saints Episcopal Church|6|17:30:00|18:30:00|147 Daniel Lake Boulevard, Jackson, LA 39212-4942|29.1386546|-81.00872649999997
Florida: Southside Sobriety|Location is: All Saints Episcopal Church|7|19:00:00|20:00:00|147 Daniel Lake Boulevard, Jackson, LA 39212-4942|29.1386546|-81.00872649999997
Florida: Southside Sobriety|Location is: All Saints Episcopal Church|1|19:00:00|20:00:00|147 Daniel Lake Boulevard, Jackson, LA 39212-4942|29.1386546|-81.00872649999997
Mississippi: Central Group|Location is: Downtown|2|12:00:00|13:00:00|Moving to 600 E. South Street, jackson, LA 39201|32.2907734|-90.18462169999998
California: Central Group of Jackson|Location is: Commerce/South Street|2|12:00:00|13:00:00|650 E South St, Jackson, LA 39201|33.8600596|-118.18444019999998
California: Central Group|Location is: St. Alexis Episcopal Church (in back of building)|7|10:00:00|11:00:00|650 E. South Street, jackson, LA 39202|33.8600596|-118.18444019999998
California: Central Group|Location is: St. Alexis Episcopal Church (in back of building)|6|17:15:00|18:15:00|650 E. South Street, jackson, LA 39202|33.8600596|-118.18444019999998
California: Central Group|Location is: St. Alexis Episcopal Church (in back of building)|5|17:15:00|18:15:00|650 E. South Street, jackson, LA 39202|33.8600596|-118.18444019999998
California: Central Group|Location is: St. Alexis Episcopal Church (in back of building)|4|17:15:00|18:15:00|650 E. South Street, jackson, LA 39202|33.8600596|-118.18444019999998
California: Central Group|Location is: St. Alexis Episcopal Church (in back of building)|3|17:15:00|18:15:00|650 E. South Street, jackson, LA 39202|33.8600596|-118.18444019999998
California: Central Group|Location is: St. Alexis Episcopal Church (in back of building)|2|17:15:00|18:15:00|650 E. South Street, jackson, LA 39202|33.8600596|-118.18444019999998
California: Central Group|Location is: St. Alexis Episcopal Church (in back of building)|1|14:00:00|15:00:00|650 E. South Street, jackson, LA 39202|33.8600596|-118.18444019999998
California: Central Group|Location is: St. Alexis Episcopal Church (in back of building)|7|15:00:00|16:00:00|650 E. South Street, jackson, LA 39202|33.8600596|-118.18444019999998
California: Central Group|Location is: St. Alexis Episcopal Church (in back of building)|6|12:00:00|13:00:00|650 E. South Street, jackson, LA 39202|33.8600596|-118.18444019999998
California: Central Group|Location is: St. Alexis Episcopal Church (in back of building)|5|12:00:00|13:00:00|650 E. South Street, jackson, LA 39202|33.8600596|-118.18444019999998
California: Central Group|Location is: St. Alexis Episcopal Church (in back of building)|4|12:00:00|13:00:00|650 E. South Street, jackson, LA 39202|33.8600596|-118.18444019999998
California: Central Group|Location is: St. Alexis Episcopal Church (in back of building)|3|12:00:00|13:00:00|650 E. South Street, jackson, LA 39202|33.8600596|-118.18444019999998
California: Central Group|Location is: St. Alexis Episcopal Church (in back of building)|2|12:00:00|13:00:00|650 E. South Street, jackson, LA 39202|33.8600596|-118.18444019999998
California: We Are No A Glum Lot|Location is: We Are No A Glum Lot|2|17:30:00|18:30:00|420 N. Madison, El Dorado, LA 71730|38.728171|-120.8046496
Arkansas: El Dorado Group|Location is: El Dorado Group|2|20:00:00|21:00:00|1513 Champagnolle, El Dorado, LA 71730|33.1872424|-92.5792482
Arkansas: El Dorado Group|Location is: El Dorado Group|3|17:30:00|18:30:00|1513 Champagnolle, El Dorado, LA 71730|33.1872424|-92.5792482
Arkansas: El Dorado Group|Location is: El Dorado Group|4|20:00:00|21:00:00|1513 Champagnolle, El Dorado, LA 71730|33.1872424|-92.5792482
Arkansas: El Dorado Group|Location is: El Dorado Group|5|17:30:00|18:30:00|1513 Champagnolle, El Dorado, LA 71730|33.1872424|-92.5792482
Arkansas: El Dorado Group|Location is: El Dorado Group|6|19:00:00|20:00:00|1513 Champagnolle, El Dorado, LA 71730|33.1872424|-92.5792482
Texas: Mid-County AA|Location is: Mid - County Building|1|20:00:00|21:00:00|908 Boston ave, nederland, LA |29.9789225|-93.98827560000001
Texas: Mid-County AA|Location is: Mid - County Building|2|20:00:00|21:00:00|908 Boston ave, nederland, LA |29.9789225|-93.98827560000001
Texas: Mid-County AA|Location is: Mid - County Building|3|20:00:00|21:00:00|908 Boston ave, nederland, LA |29.9789225|-93.98827560000001
