First 3 Steps|Location is: St Vincent's Hospital|4|18:00:00|19:00:00|Medical Dental Building, santa fe, NM 87505|35.657082|-105.951146
The Gong Show|Location is: Eye Opener Group|2|20:30:00|21:30:00|123 W Windsor (Club), Glendale, NM 79701|31.9916009|-102.08325430000002
Eye Opener Group|Location is: Eye Opener Group|3|07:00:00|08:00:00|123 W Windsor (Club), Glendale, NM 79701|31.9916009|-102.08325430000002
Glendale|Location is: Eye Opener Group|3|12:30:00|13:30:00|123 W Windsor (Club), Glendale, NM 79701|31.9916009|-102.08325430000002
Young People's|Location is: Eye Opener Group|3|18:15:00|19:15:00|123 W Windsor (Club), Glendale, NM 79701|31.9916009|-102.08325430000002
Armenian|Location is: Eye Opener Group|3|20:30:00|21:30:00|123 W Windsor (Club), Glendale, NM 79701|31.9916009|-102.08325430000002
Glendale All Age Group|Location is: Eye Opener Group|3|20:30:00|21:30:00|123 W Windsor (Club), Glendale, NM 79701|31.9916009|-102.08325430000002
Eye Opener Group|Location is: Eye Opener Group|4|07:00:00|08:00:00|123 W Windsor (Club), Glendale, NM 79701|31.9916009|-102.08325430000002
Glendale Nooners|Location is: Eye Opener Group|4|12:30:00|13:30:00|123 W Windsor (Club), Glendale, NM 79701|31.9916009|-102.08325430000002
Glendale Neet|Location is: Eye Opener Group|4|18:15:00|19:15:00|123 W Windsor (Club), Glendale, NM 79701|31.9916009|-102.08325430000002
ArmenianAmerican Sobers|Location is: Eye Opener Group|4|20:30:00|21:30:00|123 W Windsor (Club), Glendale, NM 79701|31.9916009|-102.08325430000002
Easy Does It|Location is: Eye Opener Group|4|20:30:00|21:30:00|123 W Windsor (Club), Glendale, NM 79701|31.9916009|-102.08325430000002
Eye Opener Group|Location is: Eye Opener Group|5|07:00:00|08:00:00|123 W Windsor (Club), Glendale, NM 79701|31.9916009|-102.08325430000002
123 W Windsor (Club)|Location is: Eye Opener Group|5|12:30:00|13:30:00|123 W Windsor (Club), Glendale, NM 79701|31.9916009|-102.08325430000002
Men's|Location is: Eye Opener Group|5|18:15:00|19:15:00|123 W Windsor (Club), Glendale, NM 79701|31.9916009|-102.08325430000002
Women's Topic|Location is: Eye Opener Group|5|18:15:00|19:15:00|123 W Windsor (Club), Glendale, NM 79701|31.9916009|-102.08325430000002
Question Mark Group|Location is: Eye Opener Group|5|20:30:00|21:30:00|123 W Windsor (Club), Glendale, NM 79701|31.9916009|-102.08325430000002
Eye Opener Group|Location is: Eye Opener Group|6|07:00:00|08:00:00|123 W Windsor (Club), Glendale, NM 79701|31.9916009|-102.08325430000002
Friday Rap Group|Location is: Eye Opener Group|6|12:30:00|13:30:00|123 W Windsor (Club), Glendale, NM 79701|31.9916009|-102.08325430000002
Early Bird Book Study|Location is: Eye Opener Group|6|18:30:00|19:30:00|123 W Windsor (Club), Glendale, NM 79701|31.9916009|-102.08325430000002
Glendale Trouble Shooters|Location is: Eye Opener Group|6|20:30:00|21:30:00|123 W Windsor (Club), Glendale, NM 79701|31.9916009|-102.08325430000002
Men's Stag|Location is: Eye Opener Group|7|09:30:00|10:30:00|123 W Windsor (Club), Glendale, NM 79701|31.9916009|-102.08325430000002
Question & Answer|Location is: Eye Opener Group|7|12:30:00|13:30:00|123 W Windsor (Club), Glendale, NM 79701|31.9916009|-102.08325430000002
Beginners Workshop|Location is: Eye Opener Group|7|18:00:00|19:00:00|123 W Windsor (Club), Glendale, NM 79701|31.9916009|-102.08325430000002
New Leaf|Location is: Eye Opener Group|7|20:00:00|21:00:00|123 W Windsor (Club), Glendale, NM 79701|31.9916009|-102.08325430000002
Glendale Coffee Break|Location is: Eye Opener Group|1|12:30:00|13:30:00|123 W Windsor (Club), Glendale, NM 79701|31.9916009|-102.08325430000002
Sunday|Location is: Eye Opener Group|1|17:45:00|18:45:00|123 W Windsor (Club), Glendale, NM 79701|31.9916009|-102.08325430000002
Armenian Meeting|Location is: Eye Opener Group|1|20:00:00|21:00:00|123 W Windsor (Club), Glendale, NM 79701|31.9916009|-102.08325430000002
Turning Point|Location is: Eye Opener Group|1|20:00:00|21:00:00|123 W Windsor (Club), Glendale, NM 79701|31.9916009|-102.08325430000002
180 Degree Turnaround|Location is: Clearview Community Church|6|19:00:00|20:00:00|457 Rodeo Dr., buena vista, NM 81211|38.964013|-106.20514839999998
Living Sober Book Study|Location is: Clearview Community Church|4|18:00:00|19:00:00|457 Rodeo Dr., buena vista, NM 81211|38.964013|-106.20514839999998
Beginners Group|Location is: Clearview Community Church|3|18:00:00|19:00:00|457 Rodeo Dr., buena vista, NM 81211|38.964013|-106.20514839999998
Serenity Sisters|Location is: Clearview Community Church|2|18:00:00|19:00:00|457 Rodeo Dr., buena vista, NM 81211|38.964013|-106.20514839999998
Doctors Opinion|Location is: St Francis Medical Center|6|18:00:00|19:00:00|6001 E Woodmen Rd, Colorado Springs, NM 80923|38.9381149|-104.717151
Fire House Meeting|Location is: Behind Circle K|1|19:08:00|20:08:00|12 W Center St, Snowflake, NM 85937|35.1974085|-106.67652399999997
Drunken Donuts|Location is: Fellowship Hall|1|10:30:00|11:30:00|W Mc Neil St, Show Low, NM 85901|34.2494496|-110.04170799999997
Women in Sobriety|Location is: Women in Sobriety|3|19:00:00|20:00:00|1200 South St (Ch bsmt #102), Castle Rock, NM |34.5199402|-105.87009009999997
Men&#39;s Meeting|Location is: Women in Sobriety|3|19:00:00|20:00:00|1200 South St (Ch bsmt #102), Castle Rock, NM |34.5199402|-105.87009009999997
Open meeting|Location is: 1310 N.2nd St|7|00:00:00|01:00:00|Sayre, Oklahoma, sayre, NM 73662|35.291162|-99.6400969
Garden City 12 Step Group|Location is: AA Building|1|20:00:00|21:00:00|116 E Chestnut St, Garden City, NM 67846|37.966202|-100.87322499999999
AA Group|Location is: VFW Bldg|4|20:00:00|21:00:00|behind bank, Parker, NM |34.5199402|-105.87009009999997
Liv in the Answer|Location is: Southeast Christian Church - between Lincoln Ave. & E-470|2|12:00:00|13:00:00|9650 Jordan Rd., parker, NM 80134|39.4626087|-104.77543070000002
Liv in the Answer|Location is: Southeast Christian Church - between Lincoln Ave. & E-470|6|12:00:00|13:00:00|9650 Jordan Rd., parker, NM 80134|39.4626087|-104.77543070000002
Liv in the Answer|Location is: Southeast Christian Church - between Lincoln Ave. & E-470|5|12:00:00|13:00:00|9650 Jordan Rd., parker, NM 80134|39.4626087|-104.77543070000002
Liv in the Answer|Location is: Southeast Christian Church - between Lincoln Ave. & E-470|4|12:00:00|13:00:00|9650 Jordan Rd., parker, NM 80134|39.4626087|-104.77543070000002
Liv in the Answer|Location is: Southeast Christian Church - between Lincoln Ave. & E-470|3|12:00:00|13:00:00|9650 Jordan Rd., parker, NM 80134|39.4626087|-104.77543070000002
Giving It Back|Location is: 8007 South Broaadway|1|19:30:00|20:30:00|Highlands Ranch, denver, NM |34.5199402|-105.87009009999997
Liv in the Answer|Location is: Southeast Church|5|12:00:00|13:00:00|E-470, Parker, NM 80134|32.3180737|-106.78644199999997
Liv in the Answer|Location is: Southeast Church|3|12:00:00|13:00:00|E-470, Parker, NM 80134|32.3180737|-106.78644199999997
Liv in the Answer|Location is: Southeast Church|4|12:00:00|13:00:00|E-470, Parker, NM 80134|32.3180737|-106.78644199999997
Liv in the Answer|Location is: Southeast Church|2|12:00:00|13:00:00|E-470, Parker, NM 80134|32.3180737|-106.78644199999997
Liv in the Answer|Location is: Southeast Church|6|12:00:00|13:00:00|E-470, Parker, NM 80134|32.3180737|-106.78644199999997
As Bill Sees It|Location is: As Bill Sees It|2|null|N/A|9700 Old Coal Mine Rd.(Ch), Littleton, NM 80128|39.5761957|-105.06743169999999
THE HERE & NOW|Location is: Woodland Baptist Church|2|19:30:00|20:30:00|9607 East S.R. 70, Lakewood Ranch, NM 80127|39.5350229|-105.14928689999999
PROMISES|Location is: Living Lord Lutheran Church|3|19:00:00|20:00:00|11120 East S..R. 70, Lakewood Ranch, NM 80127|39.5350229|-105.14928689999999
ENJOYING THE JOURNEY|Location is: Living Lord Lutheran Church|6|18:00:00|19:00:00|11120 East S..R. 70, Lakewood Ranch, NM 80127|39.5350229|-105.14928689999999
Friday 11 Step Study|Location is: Friday 11 Step Study|6|14:00:00|15:00:00|10306 W. Bowles Ave. (Ch Annex), Littleton, NM 80127|39.6090246|-105.11460260000001
Men's Acceptance|Location is: Men's Acceptance|7|null|N/A|5707 S. Simms (Ch bsmt), Littleton, NM |34.5199402|-105.87009009999997
Any Lengths|Location is: Any Lengths|3|14:00:00|15:00:00|5707 S. Simms St (Ch), Littleton, NM |34.5199402|-105.87009009999997
Daytimers|Location is: Daytimers|6|14:00:00|15:00:00|5894 S. Datura St. (Ch South door), Littleton, NM |34.5199402|-105.87009009999997
Any Lengths|Location is: Any Lengths|4|14:00:00|15:00:00|5707 S. Simms St (Ch), Littleton, NM |34.5199402|-105.87009009999997
Any Lengths|Location is: Any Lengths|5|14:00:00|15:00:00|5707 S. Simms St (Ch), Littleton, NM |34.5199402|-105.87009009999997
Any Lengths|Location is: Any Lengths|1|14:00:00|15:00:00|5707 S. Simms St (Ch), Littleton, NM |34.5199402|-105.87009009999997
Mountain Women|Location is: Mountain Women|7|null|N/A|5980 Hwy 73 (Ch), Evergreen, NM 80439|39.6184866|-105.43023829999998
Mountain Women|Location is: Mountain Women|4|14:00:00|15:00:00|5980 Hwy 73 (Ch), Evergreen, NM 80439|39.6184866|-105.43023829999998
Serenity at Noon|Location is: St. Paul_s Episcopal Church|2|00:00:00|01:00:00|600 W. Henderson St., Winslow, NM 86047|35.4024499|-110.61689209999997
Serenity at Noon|Location is: St. Paul_s Episcopal Church|4|00:00:00|01:00:00|600 W. Henderson St., Winslow, NM 86047|35.4024499|-110.61689209999997
Serenity at Noon|Location is: St. Paul_s Episcopal Church|6|00:00:00|01:00:00|600 W. Henderson St., Winslow, NM 86047|35.4024499|-110.61689209999997
Winslow SALSA|Location is: Winslow|2|20:00:00|21:00:00|1321 W. Second St., Winslow, NM 86047|35.4024499|-110.61689209999997
Winslow SALSA|Location is: Winslow|3|20:00:00|21:00:00|1321 W. Second St., Winslow, NM 86047|35.4024499|-110.61689209999997
Winslow SALSA|Location is: Winslow|4|20:00:00|21:00:00|1321 W. Second St., Winslow, NM 86047|35.4024499|-110.61689209999997
Winslow SALSA|Location is: Winslow|5|20:00:00|21:00:00|1321 W. Second St., Winslow, NM 86047|35.4024499|-110.61689209999997
Winslow SALSA|Location is: Winslow|6|20:00:00|21:00:00|1321 W. Second St., Winslow, NM 86047|35.4024499|-110.61689209999997
Winslow SALSA|Location is: Winslow|7|20:00:00|21:00:00|1321 W. Second St., Winslow, NM 86047|35.4024499|-110.61689209999997
Winslow SALSA|Location is: Winslow|1|11:00:00|12:00:00|1321 W. Second St., Winslow, NM 86047|35.4024499|-110.61689209999997
Joyful Journey|Location is: Joyful Journey|3|14:15:00|15:15:00|4500 E. Hampden (Ch.), Englewood, NM 80113|39.652263|-104.93318799999997
AA MEETING - MORRISON|Location is: Ruritan Building|4|13:30:00|14:30:00|Maple St, Morrison, NM 80465|39.618147|-105.20777980000003
Los Buenos Veteranos|Location is: Los Buenos Veteranos|4|14:00:00|15:00:00|11000 E. Yale Ave. #80, 303-671-2983, Aurora, NM 80014|39.6631609|-104.82795120000003
Los Buenos Veteranos|Location is: Los Buenos Veteranos|3|14:00:00|15:00:00|11000 E. Yale Ave. #80, 303-671-2983, Aurora, NM 80014|39.6631609|-104.82795120000003
Los Buenos Veteranos|Location is: Los Buenos Veteranos|5|14:00:00|15:00:00|11000 E. Yale Ave. #80, 303-671-2983, Aurora, NM 80014|39.6631609|-104.82795120000003
Los Buenos Veteranos|Location is: Los Buenos Veteranos|1|14:00:00|15:00:00|11000 E. Yale Ave. #80, 303-671-2983, Aurora, NM 80014|39.6631609|-104.82795120000003
Los Buenos Veteranos|Location is: Los Buenos Veteranos|7|14:00:00|15:00:00|11000 E. Yale Ave. #80, 303-671-2983, Aurora, NM 80014|39.6631609|-104.82795120000003
Los Buenos Veteranos|Location is: Los Buenos Veteranos|2|14:00:00|15:00:00|11000 E. Yale Ave. #80, 303-671-2983, Aurora, NM 80014|39.6631609|-104.82795120000003
Los Buenos Veteranos|Location is: Los Buenos Veteranos|6|14:00:00|15:00:00|11000 E. Yale Ave. #80, 303-671-2983, Aurora, NM 80014|39.6631609|-104.82795120000003
Buckeye Easy Does it|Location is: South East Aurora Club|2|17:45:00|18:45:00|Iliff , aurora, NM |34.5199402|-105.87009009999997
Green Mountain|Location is: Green Mountain|6|14:00:00|15:00:00|11202 W. Jewell (Ch), Lakewood, NM 80228|39.6849237|-105.1609838
A New Life|Location is: A New Life|3|14:00:00|15:00:00|14099 W. Jewell (Ch), Lakewood, NM 80228|39.6849237|-105.1609838
Design for Living|Location is: Design for Living|2|14:00:00|15:00:00|4500 N. Wadsworth Bl. (Ch), Lakewood, NM 80232|39.6884271|-105.09666099999998
Winners|Location is: Winners|1|14:00:00|15:00:00|1395 S. Sheridan Blvd. #G, Lakewood, NM 80232|39.6884271|-105.09666099999998
Nine to Five|Location is: Nine to Five|3|14:45:00|15:45:00|1050 Broadway (The Center), Denver, NM 80209|39.7069307|-104.95640839999999
Nine to Five|Location is: Nine to Five|6|14:45:00|15:45:00|1050 Broadway (The Center), Denver, NM 80209|39.7069307|-104.95640839999999
Nine to Five|Location is: Nine to Five|4|14:45:00|15:45:00|1050 Broadway (The Center), Denver, NM 80209|39.7069307|-104.95640839999999
MOOSE GROUP|Location is: ST JOHN'S CATHOLIC CHURCH|2|19:00:00|20:00:00|Rte.27(MAIN STREET), STRATTON, NM 80836|39.1749696|-102.57570279999999
Camino A La Sobriedad|Location is: Camino A La Sobriedad|4|14:30:00|15:30:00|14211 E. 4th Ave. Suite 335, Aurora, NM 80011|39.7227188|-104.82341050000002
Camino A La Sobriedad|Location is: Camino A La Sobriedad|7|14:30:00|15:30:00|14211 E. 4th Ave. Suite 335, Aurora, NM 80011|39.7227188|-104.82341050000002
Camino A La Sobriedad|Location is: Camino A La Sobriedad|2|14:30:00|15:30:00|14211 E. 4th Ave. Suite 335, Aurora, NM 80011|39.7227188|-104.82341050000002
Camino A La Sobriedad|Location is: Camino A La Sobriedad|6|14:30:00|15:30:00|14211 E. 4th Ave. Suite 335, Aurora, NM 80011|39.7227188|-104.82341050000002
In All Our Affairs|Location is: In All Our Affairs|3|14:00:00|15:00:00|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
Steps to Freedom|Location is: In All Our Affairs|4|null|N/A|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
Wed Step Meeting|Location is: In All Our Affairs|4|14:00:00|15:00:00|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
Unwritten Chapter|Location is: In All Our Affairs|6|14:00:00|15:00:00|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
Daily Serenity|Location is: In All Our Affairs|7|14:30:00|15:30:00|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
Attitude Adjustment|Location is: In All Our Affairs|4|null|N/A|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
3 PM How It Works|Location is: In All Our Affairs|4|14:00:00|15:00:00|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
5:45 Happy Hour|Location is: In All Our Affairs|4|14:45:00|15:45:00|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
Daily Serenity|Location is: In All Our Affairs|4|14:30:00|15:30:00|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
Attitude Adjustment|Location is: In All Our Affairs|3|null|N/A|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
3 PM How It Works|Location is: In All Our Affairs|3|14:00:00|15:00:00|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
5:45 Happy Hour|Location is: In All Our Affairs|3|14:45:00|15:45:00|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
Daily Serenity|Location is: In All Our Affairs|3|14:30:00|15:30:00|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
Attitude Adjustment|Location is: In All Our Affairs|5|null|N/A|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
3 PM How It Works|Location is: In All Our Affairs|5|14:00:00|15:00:00|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
5:45 Happy Hour|Location is: In All Our Affairs|5|14:45:00|15:45:00|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
Daily Serenity|Location is: In All Our Affairs|5|14:30:00|15:30:00|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
Attitude Adjustment|Location is: In All Our Affairs|1|null|N/A|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
Sun. Morning 9:30|Location is: In All Our Affairs|1|null|N/A|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
York # 1|Location is: In All Our Affairs|1|null|N/A|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
3 PM How It Works|Location is: In All Our Affairs|1|14:00:00|15:00:00|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
5:45 Happy Hour|Location is: In All Our Affairs|1|14:45:00|15:45:00|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
Attitude Adjustment|Location is: In All Our Affairs|7|null|N/A|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
High Noon|Location is: In All Our Affairs|7|12:00:00|13:00:00|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
3 PM How It Works|Location is: In All Our Affairs|7|14:00:00|15:00:00|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
5:45 Happy Hour|Location is: In All Our Affairs|7|14:45:00|15:45:00|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
A Stepping Stone|Location is: In All Our Affairs|7|14:00:00|15:00:00|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
Attitude Adjustment|Location is: In All Our Affairs|2|null|N/A|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
AM Big Book|Location is: In All Our Affairs|2|null|N/A|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
3 PM How It Works|Location is: In All Our Affairs|2|14:00:00|15:00:00|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
5:45 Happy Hour|Location is: In All Our Affairs|2|14:45:00|15:45:00|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
Daily Serenity|Location is: In All Our Affairs|2|14:30:00|15:30:00|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
Attitude Adjustment|Location is: In All Our Affairs|6|null|N/A|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
3 PM How It Works|Location is: In All Our Affairs|6|14:00:00|15:00:00|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
5:45 Happy Hour|Location is: In All Our Affairs|6|14:45:00|15:45:00|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
Daily Serenity|Location is: In All Our Affairs|6|14:30:00|15:30:00|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
Midnight Meeting|Location is: In All Our Affairs|6|14:59:00|15:59:00|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
Live and Let Live|Location is: In All Our Affairs|1|14:30:00|15:30:00|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
Sunday Women's|Location is: Sunday Women's|1|14:45:00|15:45:00|1311 York St , 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
Four Horsemen*|Location is: Four Horsemen*|7|null|N/A|1311 York St., Denver, NM 80206|39.737107|-104.96013099999999
High Noon|Location is: In All Our Affairs|4|12:00:00|13:00:00|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
One Step at a Time|Location is: In All Our Affairs|4|14:00:00|15:00:00|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
High Noon|Location is: In All Our Affairs|3|12:00:00|13:00:00|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
One Step at a Time|Location is: In All Our Affairs|3|14:00:00|15:00:00|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
Tornado Alley|Location is: In All Our Affairs|3|14:00:00|15:00:00|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
High Noon|Location is: In All Our Affairs|5|12:00:00|13:00:00|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
One Step at a Time|Location is: In All Our Affairs|5|14:00:00|15:00:00|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
Four Horsemen*|Location is: Four Horsemen*|5|14:00:00|15:00:00|1311 York St., Denver, NM 80206|39.737107|-104.96013099999999
York # 1|Location is: In All Our Affairs|5|14:30:00|15:30:00|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
High Noon|Location is: In All Our Affairs|1|12:30:00|13:30:00|1311 York St., 322-3674, Denver, NM 80206|39.7271021|-104.95640839999999
